0.000000;0.000000;0.000000;2.265625
0.029297;0.039062;0.292969;2.260742
0.068359;0.078125;0.683594;2.260742
0.107422;0.117188;1.074219;2.260742
0.141602;0.156250;1.416016;2.260742
0.175781;0.195312;1.757812;2.260742
0.214844;0.234375;2.148438;2.255859
0.253906;0.273438;2.539062;2.255859
0.292969;0.312500;2.929688;2.255859
0.332031;0.351562;3.320312;2.255859
0.366211;0.390625;3.662109;2.250977
0.400391;0.429688;4.003906;2.246094
0.444336;0.468750;4.443359;2.250977
0.478516;0.507812;4.785156;2.250977
0.517578;0.546875;5.175781;2.246094
0.551758;0.585938;5.517578;2.246094
0.595703;0.625000;5.957031;2.246094
0.629883;0.664062;6.298828;2.246094
0.664062;0.703125;6.640625;2.241211
0.703125;0.742188;7.031250;2.241211
0.747070;0.781250;7.470703;2.241211
0.781250;0.820312;7.812500;2.241211
0.820312;0.859375;8.203125;2.236328
0.854492;0.898438;8.544922;2.236328
0.893555;0.937500;8.935547;2.236328
0.932617;0.976562;9.326172;2.236328
0.966797;1.015625;9.667969;2.236328
1.005859;1.054688;10.058594;2.236328
1.044922;1.093750;10.449219;2.231445
1.083984;1.132812;10.839844;2.231445
1.118164;1.171875;11.181641;2.231445
1.157227;1.210938;11.572266;2.231445
1.196289;1.250000;11.962891;2.226562
1.235352;1.289062;12.353516;2.226562
1.274414;1.328125;12.744141;2.226562
1.313477;1.367188;13.134766;2.226562
1.347656;1.406250;13.476562;2.226562
1.386719;1.445312;13.867188;2.226562
1.425781;1.484375;14.257812;2.226562
1.459961;1.523438;14.599609;2.221680
1.503906;1.562500;15.039062;2.221680
1.538086;1.601562;15.380859;2.221680
1.582031;1.640625;15.820312;2.221680
1.616211;1.679688;16.162109;2.216797
1.655273;1.718750;16.552734;2.221680
1.694336;1.757812;16.943359;2.221680
1.733398;1.796875;17.333984;2.216797
1.767578;1.835938;17.675781;2.216797
1.806641;1.875000;18.066406;2.216797
1.845703;1.914062;18.457031;2.216797
1.884766;1.953125;18.847656;2.216797
1.923828;1.992188;19.238281;2.211914
1.958008;2.031250;19.580078;2.211914
1.997070;2.070312;19.970703;2.211914
2.036133;2.109375;20.361328;2.211914
2.070312;2.148438;20.703125;2.211914
2.114258;2.187500;21.142578;2.211914
2.153320;2.226562;21.533203;2.207031
2.182617;2.265625;21.826172;2.207031
2.221680;2.304688;22.216797;2.207031
2.260742;2.343750;22.607422;2.207031
2.299805;2.382812;22.998047;2.211914
2.338867;2.421875;23.388672;2.207031
2.373047;2.460938;23.730469;2.207031
2.412109;2.500000;24.121094;2.202148
2.451172;2.539062;24.511719;2.202148
2.490234;2.578125;24.902344;2.202148
2.529297;2.617188;25.292969;2.202148
2.563477;2.656250;25.634766;2.202148
2.602539;2.695312;26.025391;2.207031
2.641602;2.734375;26.416016;2.197266
2.680664;2.773438;26.806641;2.197266
2.714844;2.812500;27.148438;2.197266
2.753906;2.851562;27.539062;2.197266
2.792969;2.890625;27.929688;2.202148
2.832031;2.929688;28.320312;2.197266
2.871094;2.968750;28.710938;2.197266
2.905273;3.007812;29.052734;2.197266
2.944336;3.046875;29.443359;2.192383
2.983398;3.085938;29.833984;2.197266
3.022461;3.125000;30.224609;2.192383
3.061523;3.164062;30.615234;2.197266
3.100586;3.203125;31.005859;2.192383
3.134766;3.242188;31.347656;2.192383
3.173828;3.281250;31.738281;2.192383
3.212891;3.320312;32.128906;2.187500
3.251953;3.359375;32.519531;2.187500
3.291016;3.398438;32.910156;2.187500
3.325195;3.437500;33.251953;2.187500
3.364258;3.476562;33.642578;2.187500
3.403320;3.515625;34.033203;2.187500
3.442383;3.554688;34.423828;2.187500
3.481445;3.593750;34.814453;2.187500
3.515625;3.632812;35.156250;2.182617
3.554688;3.671875;35.546875;2.182617
3.593750;3.710938;35.937500;2.182617
3.632812;3.750000;36.328125;2.182617
3.671875;3.789062;36.718750;2.182617
3.706055;3.828125;37.060547;2.182617
3.745117;3.867188;37.451172;2.182617
3.784180;3.906250;37.841797;2.177734
3.823242;3.945312;38.232422;2.182617
3.862305;3.984375;38.623047;2.177734
3.901367;4.023438;39.013672;2.177734
3.935547;4.062500;39.355469;2.177734
3.974609;4.101562;39.746094;2.177734
4.013672;4.140625;40.136719;2.177734
4.052734;4.179688;40.527344;2.177734
4.091797;4.218750;40.917969;2.172852
4.130859;4.257812;41.308594;2.172852
4.165039;4.296875;41.650391;2.177734
4.204102;4.335938;42.041016;2.182617
4.243164;4.375000;42.431641;2.172852
4.272461;4.414062;42.724609;2.177734
4.272461;4.453125;42.724609;2.177734
4.272461;4.492188;42.724609;2.172852
4.267578;4.531250;42.675781;2.177734
4.267578;4.570312;42.675781;2.177734
4.267578;4.609375;42.675781;2.172852
4.267578;4.648438;42.675781;2.172852
4.267578;4.687500;42.675781;2.172852
4.262695;4.726562;42.626953;2.172852
4.262695;4.765625;42.626953;2.177734
4.262695;4.804688;42.626953;2.172852
4.262695;4.843750;42.626953;2.172852
4.262695;4.882812;42.626953;2.172852
4.257812;4.921875;42.578125;2.172852
4.257812;4.960938;42.578125;2.172852
