-0.004883;0.000000;-0.048828;4.238281
0.024414;0.039062;0.244141;4.233398
0.063477;0.078125;0.634766;4.233398
0.102539;0.117188;1.025391;4.233398
0.141602;0.156250;1.416016;4.233398
0.175781;0.195312;1.757812;4.228516
0.214844;0.234375;2.148438;4.233398
0.253906;0.273438;2.539062;4.228516
0.292969;0.312500;2.929688;4.228516
0.332031;0.351562;3.320312;4.228516
0.366211;0.390625;3.662109;4.228516
0.405273;0.429688;4.052734;4.223633
0.444336;0.468750;4.443359;4.223633
0.483398;0.507812;4.833984;4.223633
0.512695;0.546875;5.126953;4.223633
0.551758;0.585938;5.517578;4.223633
0.595703;0.625000;5.957031;4.223633
0.634766;0.664062;6.347656;4.218750
0.664062;0.703125;6.640625;4.218750
0.708008;0.742188;7.080078;4.218750
0.747070;0.781250;7.470703;4.218750
0.786133;0.820312;7.861328;4.218750
0.825195;0.859375;8.251953;4.213867
0.859375;0.898438;8.593750;4.213867
0.898438;0.937500;8.984375;4.213867
0.937500;0.976562;9.375000;4.213867
0.971680;1.015625;9.716797;4.213867
1.015625;1.054688;10.156250;4.208984
1.044922;1.093750;10.449219;4.208984
1.088867;1.132812;10.888672;4.208984
1.123047;1.171875;11.230469;4.208984
1.166992;1.210938;11.669922;4.208984
1.201172;1.250000;12.011719;4.208984
1.235352;1.289062;12.353516;4.208984
1.274414;1.328125;12.744141;4.208984
1.318359;1.367188;13.183594;4.204102
1.357422;1.406250;13.574219;4.204102
1.396484;1.445312;13.964844;4.204102
1.430664;1.484375;14.306641;4.204102
1.469727;1.523438;14.697266;4.204102
1.508789;1.562500;15.087891;4.204102
1.547852;1.601562;15.478516;4.204102
1.586914;1.640625;15.869141;4.199219
1.625977;1.679688;16.259766;4.199219
1.660156;1.718750;16.601562;4.199219
1.699219;1.757812;16.992188;4.199219
1.738281;1.796875;17.382812;4.199219
1.777344;1.835938;17.773438;4.199219
1.816406;1.875000;18.164062;4.199219
1.850586;1.914062;18.505859;4.194336
1.889648;1.953125;18.896484;4.194336
1.928711;1.992188;19.287109;4.194336
1.967773;2.031250;19.677734;4.194336
2.006836;2.070312;20.068359;4.194336
2.041016;2.109375;20.410156;4.194336
2.080078;2.148438;20.800781;4.194336
2.119141;2.187500;21.191406;4.189453
2.158203;2.226562;21.582031;4.189453
2.192383;2.265625;21.923828;4.189453
2.226562;2.304688;22.265625;4.189453
2.270508;2.343750;22.705078;4.189453
2.304688;2.382812;23.046875;4.189453
2.343750;2.421875;23.437500;4.189453
2.382812;2.460938;23.828125;4.184570
2.421875;2.500000;24.218750;4.184570
2.460938;2.539062;24.609375;4.184570
2.495117;2.578125;24.951172;4.184570
2.534180;2.617188;25.341797;4.184570
2.573242;2.656250;25.732422;4.184570
2.612305;2.695312;26.123047;4.184570
2.646484;2.734375;26.464844;4.179688
2.685547;2.773438;26.855469;4.179688
2.724609;2.812500;27.246094;4.179688
2.763672;2.851562;27.636719;4.179688
2.802734;2.890625;28.027344;4.179688
2.841797;2.929688;28.417969;4.179688
2.875977;2.968750;28.759766;4.179688
2.915039;3.007812;29.150391;4.179688
2.954102;3.046875;29.541016;4.179688
2.993164;3.085938;29.931641;4.174805
3.032227;3.125000;30.322266;4.174805
3.071289;3.164062;30.712891;4.174805
3.110352;3.203125;31.103516;4.174805
3.144531;3.242188;31.445313;4.174805
3.183594;3.281250;31.835938;4.174805
3.222656;3.320312;32.226562;4.174805
3.261719;3.359375;32.617188;4.174805
3.300781;3.398438;33.007812;4.169922
3.339844;3.437500;33.398438;4.169922
3.374023;3.476562;33.740234;4.169922
3.413086;3.515625;34.130859;4.169922
3.452148;3.554688;34.521484;4.169922
3.491211;3.593750;34.912109;4.169922
3.530273;3.632812;35.302734;4.169922
3.564453;3.671875;35.644531;4.165039
3.603516;3.710938;36.035156;4.165039
3.642578;3.750000;36.425781;4.165039
3.681641;3.789062;36.816406;4.165039
3.720703;3.828125;37.207031;4.165039
3.759766;3.867188;37.597656;4.165039
3.798828;3.906250;37.988281;4.165039
3.833008;3.945312;38.330078;4.165039
3.872070;3.984375;38.720703;4.160156
3.911133;4.023438;39.111328;4.160156
3.950195;4.062500;39.501953;4.160156
3.984375;4.101562;39.843750;4.160156
4.028320;4.140625;40.283203;4.160156
4.062500;4.179688;40.625000;4.160156
4.101562;4.218750;41.015625;4.160156
4.140625;4.257812;41.406250;4.160156
4.179688;4.296875;41.796875;4.160156
4.218750;4.335938;42.187500;4.155273
4.223633;4.375000;42.236328;4.155273
4.223633;4.414062;42.236328;4.155273
4.223633;4.453125;42.236328;4.160156
4.213867;4.492188;42.138672;4.160156
4.213867;4.531250;42.138672;4.160156
4.218750;4.570312;42.187500;4.160156
4.218750;4.609375;42.187500;4.160156
4.218750;4.648438;42.187500;4.155273
4.213867;4.687500;42.138672;4.155273
4.213867;4.726562;42.138672;4.155273
4.208984;4.765625;42.089844;4.155273
4.208984;4.804688;42.089844;4.155273
4.213867;4.843750;42.138672;4.155273
4.204102;4.882812;42.041016;4.160156
4.204102;4.921875;42.041016;4.155273
4.208984;4.960938;42.089844;4.155273
