0.000000;0.000000;0.000000
0.034180;0.004883;0.341797
0.073242;0.004883;0.732422
0.107422;0.009766;1.074219
0.141602;0.014648;1.416016
0.180664;0.014648;1.806641
0.214844;0.019531;2.148438
0.249023;0.024414;2.490234
0.288086;0.024414;2.880859
0.322266;0.029297;3.222656
0.356445;0.034180;3.564453
0.395508;0.034180;3.955078
0.429688;0.039062;4.296875
0.463867;0.043945;4.638672
0.498047;0.048828;4.980469
0.537109;0.048828;5.371094
0.571289;0.053711;5.712891
0.605469;0.058594;6.054688
0.639648;0.063477;6.396484
0.673828;0.068359;6.738281
0.712891;0.068359;7.128906
0.747070;0.073242;7.470703
0.781250;0.078125;7.812500
0.815430;0.083008;8.154297
0.849609;0.087891;8.496094
0.883789;0.092773;8.837891
0.922852;0.092773;9.228516
0.957031;0.097656;9.570312
0.986328;0.107422;9.863281
1.025391;0.107422;10.253906
1.054688;0.117188;10.546875
1.093750;0.117188;10.937500
1.123047;0.126953;11.230469
1.157227;0.131836;11.572266
1.191406;0.136719;11.914062
1.225586;0.141602;12.255859
1.259766;0.146484;12.597656
1.293945;0.151367;12.939453
1.328125;0.156250;13.281250
1.362305;0.161133;13.623047
1.391602;0.170898;13.916016
1.425781;0.175781;14.257812
1.459961;0.180664;14.599609
1.489258;0.190430;14.892578
1.523438;0.195312;15.234375
1.552734;0.205078;15.527344
1.591797;0.205078;15.917969
1.621094;0.214844;16.210938
1.650391;0.224609;16.503906
1.684570;0.229492;16.845703
1.713867;0.239258;17.138672
1.743164;0.249023;17.431641
1.772461;0.258789;17.724609
1.796875;0.273438;17.968750
1.831055;0.278320;18.310547
1.855469;0.292969;18.554688
1.879883;0.307617;18.798828
1.909180;0.317383;19.091797
1.928711;0.336914;19.287109
1.958008;0.346680;19.580078
1.977539;0.366211;19.775391
2.001953;0.380859;20.019531
2.021484;0.400391;20.214844
2.041016;0.419922;20.410156
2.060547;0.439453;20.605469
2.070312;0.468750;20.703125
2.089844;0.488281;20.898438
2.104492;0.512695;21.044922
2.114258;0.541992;21.142578
2.128906;0.566406;21.289062
2.138672;0.595703;21.386719
2.148438;0.625000;21.484375
2.153320;0.659180;21.533203
2.163086;0.688477;21.630859
2.167969;0.722656;21.679688
2.172852;0.756836;21.728516
2.182617;0.786133;21.826172
2.187500;0.820312;21.875000
2.192383;0.854492;21.923828
2.197266;0.888672;21.972656
2.197266;0.927734;21.972656
2.202148;0.961914;22.021484
2.207031;0.996094;22.070312
2.211914;1.030273;22.119141
2.211914;1.069336;22.119141
2.216797;1.103516;22.167969
2.221680;1.137695;22.216797
2.221680;1.176758;22.216797
2.221680;1.215820;22.216797
2.226562;1.250000;22.265625
2.236328;1.279297;22.363281
2.231445;1.323242;22.314453
2.236328;1.357422;22.363281
2.236328;1.396484;22.363281
2.246094;1.425781;22.460938
2.241211;1.469727;22.412109
2.250977;1.499023;22.509766
2.250977;1.538086;22.509766
2.255859;1.572266;22.558594
2.255859;1.611328;22.558594
2.260742;1.645508;22.607422
2.260742;1.684570;22.607422
2.265625;1.718750;22.656250
2.265625;1.757812;22.656250
2.270508;1.791992;22.705078
2.270508;1.831055;22.705078
2.270508;1.870117;22.705078
2.270508;1.909180;22.705078
2.275391;1.943359;22.753906
2.275391;1.982422;22.753906
2.275391;2.021484;22.753906
2.280273;2.055664;22.802734
2.285156;2.089844;22.851562
2.285156;2.128906;22.851562
2.285156;2.167969;22.851562
2.290039;2.202148;22.900391
2.290039;2.241211;22.900391
2.290039;2.280273;22.900391
2.294922;2.314453;22.949219
2.294922;2.353516;22.949219
2.299805;2.387695;22.998047
2.299805;2.426758;22.998047
2.299805;2.465820;22.998047
2.309570;2.495117;23.095703
2.309570;2.534180;23.095703
2.309570;2.573242;23.095703
2.309570;2.612305;23.095703
2.319336;2.641602;23.193359
