0.000000;0.000000;0.000000
0.200000;0.000000;0.000000
0.400000;0.009766;0.000010
0.600000;0.112305;0.000117
0.800000;0.278320;0.000278
1.000000;0.458984;0.000454
1.200000;0.644531;0.000645
1.400000;0.830078;0.000830
1.600000;1.025391;0.001025
1.800000;1.215820;0.001221
2.000000;1.411133;0.001411
2.200000;1.606445;0.001606
2.400000;1.801758;0.001807
2.600000;2.001953;0.002002
2.800000;2.197266;0.002197
3.000000;2.392578;0.002393
3.200000;2.587891;0.002588
3.400000;2.788086;0.002788
3.600000;2.988281;0.002988
3.800000;3.183594;0.003184
4.000000;3.383789;0.003384
4.200000;3.579102;0.003579
4.400000;3.779297;0.003779
4.600000;3.979492;0.003979
5;4.360352;0.004360
