0.000000;0.000000;0.000000
0.200000;0.009766;0.000010
0.400000;0.009766;0.000010
0.600000;0.009766;0.000015
0.800000;0.014648;0.000010
1.000000;0.014648;0.000010
1.200000;0.014648;0.000010
1.400000;0.014648;0.000015
1.600000;0.014648;0.000015
1.800000;0.014648;0.000015
2.000000;0.014648;0.000015
2.200000;0.014648;0.000015
2.400000;0.014648;0.000015
2.600000;0.014648;0.000015
2.800000;0.014648;0.000015
3.000000;0.014648;0.000015
3.200000;0.014648;0.000015
3.400000;0.014648;0.000015
3.600000;0.014648;0.000015
3.800000;0.014648;0.000015
4.000000;0.014648;0.000015
4.200000;0.014648;0.000015
4.400000;0.014648;0.000015
4.600000;0.014648;0.000015
5;0.014648;0.000015
