0.000000;0.000000
0.200000;0.000000
0.400000;0.000000
0.600000;0.000000
0.800000;0.000000
1.000000;0.000000
1.200000;0.000000
0.000000;0.000000
0.200000;0.000000
0.400000;0.000000
0.600000;0.000000
0.800000;0.000000
1.000000;0.000000
1.200000;0.000000
1.400000;0.000000
1.600000;0.000000
1.800000;0.000000
2.000000;0.000000
2.200000;0.000000
2.400000;0.029297
2.600000;0.083008
2.800000;0.151367
3.000000;0.244141
3.200000;0.375977
3.400000;0.532227
3.600000;0.708008
3.800000;0.888672
4.000000;1.074219
4.200000;1.264648
4.400000;1.450195
4.600000;1.645508
5;2.011719
